,index,bitter,meaty,piquant,salty,sour,sweet
0,Baked-Cod-With-Orange_-Caper-And-Olive-Sauce-Epicurious,0.166666666667,0.166666666667,0.0,0.166666666667,0.833333333333,0.166666666667
1,Better-Greek-Chicken-Recipezaar,0.833333333333,0.166666666667,0.0,0.833333333333,0.5,0.166666666667
2,Black-Olive-_-Feta-Pizza-562918,0.833333333333,0.166666666667,0.333333333333,0.833333333333,0.666666666667,0.333333333333
3,Braised-Mediterranean-Chicken-With-Polenta-Food_com-119662,0.166666666667,0.5,0.166666666667,0.166666666667,0.5,0.166666666667
4,Braised-mediterranean-cinnamon-chicken-355875,,,,,,
5,Broiled-Halibut-With-Tomatoes_-Olives-_-Garlic-543802,0.166666666667,0.5,0.0,0.166666666667,0.666666666667,0.166666666667
6,Cavatappi-With-Spinach_-Garbanzo-Beans_-_-Feta-534339,0.833333333333,0.833333333333,0.333333333333,0.333333333333,0.666666666667,0.5
7,Chicken-Bake-Mediterranean-Style-533388,0.166666666667,0.333333333333,0.0,0.166666666667,0.5,0.166666666667
8,Chicken-Thighs-with-Lemon_-Olives_-and-Artichokes-MyRecipes-213446,,,,,,
9,Chicken-_-Mushrooms-_Greek-Style_-567713,0.166666666667,0.166666666667,0.0,0.166666666667,0.166666666667,0.166666666667
10,Chicken-and-Chard-Pasta-Mediterranean-Style-Food_com-120156,0.333333333333,0.333333333333,0.0,0.5,0.166666666667,0.166666666667
11,Chicken_-Roasted-Bell-Pepper_-Olive-and-Feta-Pie-Food_com-157608,0.666666666667,0.5,0.166666666667,0.5,0.833333333333,0.166666666667
12,Classic-Greek-Roasted-Leg-Of-Lamb-With-Lemon-garlic-Potatoes-534414,,,,,,
13,Couscous-Loaf-With-Feta_-Eggplant_-And-Onion-My-Recipes,0.166666666667,0.166666666667,0.166666666667,0.333333333333,0.166666666667,0.166666666667
14,Couscous-Sausage-Mediterranean-Food_com-292418,0.166666666667,0.166666666667,0.0,0.166666666667,0.5,0.166666666667
15,Couscous-a-la-Greque-539274,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.666666666667,0.166666666667
16,Creamy-Mediterranean-Style-Pasta-Sald-MyRecipes-264153,,,,,,
17,Easy-Mediterranean-Pasta-AllRecipes-40362,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.666666666667,0.166666666667
18,Eggplant_-Lamb-_-Rice-Casserole-1499898,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.666666666667,0.166666666667
19,Farfalle-with-Garbanzo-Beans-and-Spinach-MyRecipes-261168,0.833333333333,0.333333333333,0.166666666667,0.333333333333,0.666666666667,0.333333333333
20,Feta_stuffed-Chicken-Breast-Recipezaar,0.333333333333,0.166666666667,0.0,0.666666666667,0.333333333333,0.166666666667
21,Fish-and-Couscous-Stuffed-Mediterranean-Cabbage-Rolls-Food_com-97733,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.833333333333,0.166666666667
