,index,bitter,meaty,piquant,salty,sour,sweet
0,10-Minute-Low-Carb-Chili-482992,,,,,,
1,2-Ingredient-Crock-Pot-Pork-Verde-1052972,0.666666666667,0.166666666667,0.833333333333,0.833333333333,0.166666666667,0.166666666667
2,2-Ingredient-Slow-Cooker-Salsa-Chicken-901870,0.5,0.166666666667,0.833333333333,0.833333333333,0.333333333333,0.166666666667
3,20-Minute-Chicken-Fajita-Quinoa-Dinner-Skillet-1210544,0.333333333333,0.166666666667,0.666666666667,0.166666666667,0.833333333333,0.166666666667
4,20-Minute-Ground-Beef-Tacos-1619821,0.666666666667,0.5,0.833333333333,0.666666666667,0.166666666667,0.166666666667
5,20-Minute-Summer-Enchilada-Skillet-1643519,0.5,0.166666666667,0.666666666667,0.333333333333,0.666666666667,0.166666666667
6,21-Day-Fix-Approved-Chicken-Enchiladas-_Homemade-Sauce_-1215487,0.166666666667,0.166666666667,0.5,0.166666666667,0.5,0.166666666667
7,3-Ingredient-Slow-Cooker-Taco-Chicken-1703866,0.333333333333,0.5,0.833333333333,0.5,0.166666666667,0.166666666667
8,30-Mins-Mexican-Tilapia-Fish-Dinner-1626611,,,,,,
9,30-Minute-Creamy-Chicken-Enchiladas-1709077,,,,,,
10,4-Ingredient-Healthy-Chicken-Enchilada-Casserole-1579975,,,,,,
11,4-Ingredient-Slow-Cooker-Mexican-Shredded-Chicken-1600798,0.166666666667,0.166666666667,0.833333333333,0.166666666667,0.333333333333,0.166666666667
12,5-Ingredient-Beef-Enchilada-Casserole-1016865,,,,,,
13,5-Ingredient-Mexican-Quinoa-Stuffed-Peppers-1098884,,,,,,
14,5-Minute-Vegetarian-Burrito-Bowl-1101618,0.166666666667,0.166666666667,0.5,0.166666666667,0.166666666667,0.166666666667
15,6-Ingredient-Green-Chile-Chicken-Enchiladas-_Gluten-Free-_-Double-Batch-for-the-Freezer_-1700178,,,,,,
16,8-Ingredient-Nachos-Madness-1681244,0.833333333333,0.166666666667,0.833333333333,0.666666666667,0.333333333333,0.166666666667
