,index,bitter,meaty,piquant,salty,sour,sweet
0,15-Minute-Cheesy-Italian-Pasta-Skillet-1273173,0.5,0.166666666667,0.0,0.833333333333,0.333333333333,0.333333333333
1,20-Minute-Healthy-Chicken-Parmesan-1111419,,,,,,
2,3-Ingredient-Chicken-Cacciatore-in-the-Slow-Cooker-1533251,0.166666666667,0.833333333333,0.0,0.166666666667,0.166666666667,0.166666666667
3,30-Minute-Caprese-Pasta-Skillet-1269403,0.166666666667,0.166666666667,0.0,0.166666666667,0.5,0.166666666667
4,30_Minute-Spaghetti-and-Meatballs-Martha-Stewart,,,,,,
5,Alice-waters_-whole-wheat-pasta-with-tomato-vinaigrette-302580,0.166666666667,0.166666666667,0.0,0.166666666667,0.5,0.166666666667
6,Amanda_s-8-Cheese-Deer-Lasagna-1681206,,,,,,
7,Amatriciana-Sauce-747837,0.166666666667,0.166666666667,0.5,0.166666666667,0.5,0.166666666667
8,Asparagus-Garlic-Scape-Pesto-Spaghetti-440141,,,,,,
9,Asparagus-Lemon-Risotto-1630081,0.166666666667,0.166666666667,0.0,0.666666666667,0.5,0.166666666667
10,Authentic-Italian-Easy-Pizza-Crust-Video-1416083,0.166666666667,0.166666666667,0.0,0.833333333333,0.166666666667,0.0
11,BLT-Pasta-with-Garlic-Toast-Bread-Crumbs-1168864,0.333333333333,0.166666666667,0.166666666667,0.5,0.333333333333,0.166666666667
12,Baked-Artichoke-Risotto-with-Radicchio-979266,0.166666666667,0.166666666667,0.0,0.833333333333,0.166666666667,0.166666666667
13,Baked-Beef-Ziti-899694,,,,,,
14,Baked-Chicken-Parmesan-1637363,0.5,0.666666666667,0.0,0.5,0.333333333333,0.166666666667
15,Baked-Gnocchi-in-Marinara-1185546,,,,,,
16,Baked-Gnocchi-with-Spinach-and-Prosciutto-1407497,0.166666666667,0.5,0.0,0.666666666667,0.166666666667,0.166666666667
17,Baked-Gnocchi-with-Taleggio_-Pancetta-_-Sage-443087,,,,,,
18,Baked-Italian-Meatballs-1407628,0.5,0.666666666667,0.0,0.5,0.166666666667,0.333333333333
19,Baked-Mozzarella-and-Pesto-Chicken-1120461,0.166666666667,0.5,0.0,0.166666666667,0.166666666667,0.0
20,Baked-Parmesan-Panko-Pork-Chops-634519,0.833333333333,0.333333333333,0.166666666667,0.5,0.333333333333,0.166666666667
21,Baked-Penne-with-Italian-Sausage-472692,0.5,0.166666666667,0.0,0.666666666667,0.166666666667,0.333333333333
22,Baked-Pesto-Chicken-Parmesan-519243,0.5,0.5,0.0,0.666666666667,0.166666666667,0.166666666667
23,Baked-Rigatoni-Martha-Stewart_1,0.166666666667,0.166666666667,0.5,0.333333333333,0.166666666667,0.166666666667
24,Baked-Shells-with-Pesto_-Mozzarella_-and-Meat-Sauce-1619792,0.666666666667,0.5,0.0,0.833333333333,0.166666666667,0.166666666667
25,Baked-Spaghetti-1324481,0.666666666667,0.5,0.0,0.666666666667,0.166666666667,0.333333333333
26,Baked-Spaghetti-Allrecipes_1,0.666666666667,0.666666666667,0.0,0.666666666667,0.166666666667,0.166666666667
27,Baked-Tortellini-1085764,0.833333333333,0.166666666667,0.0,0.833333333333,0.166666666667,0.333333333333
28,Baked-Ziti-1379302,,,,,,
29,Baked-Ziti-Casserole-AllRecipes-38202,0.666666666667,0.333333333333,0.0,0.666666666667,0.166666666667,0.5
30,Baked-artichoke-chicken-pasta-351279,,,,,,
31,Baked-chicken-saltimbocca-300051,,,,,,
32,Baked-orecchiette-345252,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.666666666667,0.166666666667
33,Baked-ricotta-spaghetti-350898,0.833333333333,0.333333333333,0.0,0.833333333333,0.166666666667,0.333333333333
34,Baked-spaghetti-364963,,,,,,
35,Baked-whole-wheat-spaghetti-casserole-with-turkey-italian-sausage-and-mozzarella-309199,0.833333333333,0.166666666667,0.0,0.833333333333,0.166666666667,0.333333333333
36,Balsamic-Chicken-Martha-Stewart-195584,0.166666666667,0.833333333333,0.166666666667,0.166666666667,0.166666666667,0.166666666667
37,Barley-risotto-with-beans-and-greens-305457,0.166666666667,0.166666666667,0.166666666667,0.666666666667,0.166666666667,0.166666666667
38,Beef-and-sausage-meatballs-in-tomato-sauce-310041,,,,,,
39,Beer-risotto-with-mushroom-garlic-chicken-333424,0.166666666667,0.166666666667,0.0,0.166666666667,0.166666666667,0.166666666667
40,Best-Vegetarian-Zucchini-Lasagna-1180580,0.333333333333,0.166666666667,0.166666666667,0.166666666667,0.666666666667,0.333333333333
41,Blackened-chicken-pasta-308199,0.5,0.666666666667,0.666666666667,0.833333333333,0.833333333333,0.166666666667
42,Bolognese-Meat-Sauce-1689437,0.666666666667,0.666666666667,0.0,0.833333333333,0.166666666667,0.166666666667
43,Braised-Chicken-Cacciatore-1637412,,,,,,
44,Braised-Italian-Pot-Roast-1518989,,,,,,
45,Broccoli-Rabe-with-Pasta-and-Sun-Dried-Tomatoes-Simply-Recipes-198276,0.666666666667,0.166666666667,0.166666666667,0.5,0.833333333333,0.166666666667
46,Bucatini-Alla-Matriciana-511529,0.666666666667,0.833333333333,0.166666666667,0.666666666667,0.166666666667,0.166666666667
47,Bucatini-with-spicy-shrimp_-arugula_-and-breadcrumbs-344525,0.166666666667,0.666666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667
48,Buddy-Lasagna-1574071,,,,,,
49,Campanelle-with-Spicy-Eggplant_-Olives-and-Capers-1624415,0.833333333333,0.166666666667,0.166666666667,0.833333333333,0.333333333333,0.166666666667
50,Cannelloni-with-Tomato-Eggplant-Sauce-1677692,0.666666666667,0.166666666667,0.0,0.666666666667,0.166666666667,0.333333333333
51,Carbonara-1048014,0.5,0.833333333333,0.166666666667,0.5,0.166666666667,0.166666666667
52,Carbonara-Sauce-1528258,0.833333333333,0.833333333333,0.0,0.833333333333,0.166666666667,0.166666666667
53,Carrot-Gnocchi-1180655,0.666666666667,0.166666666667,0.0,0.166666666667,0.5,0.166666666667
54,Cauliflower-Crust-Pizza-592451,,,,,,
55,Cheese-Ravioli-In-Creamy-Marinara-1185714,,,,,,
56,Cheese-ravioli-with-pesto_-red-peppers-and-grilled-chicken-365051,,,,,,
57,Cheesy-Chicken-Parmesan-Flatbread-Pizza-634393,0.166666666667,0.166666666667,0.0,0.333333333333,0.166666666667,0.333333333333
58,Cheesy-Italian-Meatloaf-1347924,0.333333333333,0.666666666667,0.0,0.5,0.166666666667,0.166666666667
59,Cheesy-Ravioli-Lasagna-1624184,0.166666666667,0.166666666667,0.166666666667,0.833333333333,0.166666666667,0.333333333333
60,Cheesy-Sausage-Tortellini-762206,0.666666666667,0.5,0.0,0.833333333333,0.166666666667,0.166666666667
61,Cheesy-Stuffed-Shells-1050158,,,,,,
62,Cheesy_-Beefy-Stuffed-Shells-1109886,0.5,0.5,0.0,0.5,0.166666666667,0.166666666667
63,Chicago-Style-Deep-Dish-Pizza-1031653,0.5,0.166666666667,0.0,0.833333333333,0.166666666667,0.166666666667
64,Chicken-Alfredo-Lasagna-999542,,,,,,
65,Chicken-Cacciatore---Spaghetti-and-Smoky-Tomato-Sauce-1688723,0.166666666667,0.333333333333,0.166666666667,0.333333333333,0.833333333333,0.166666666667
66,Chicken-Cacciatore-1057551,,,,,,
67,Chicken-Cacciatore-1598799,,,,,,
68,Chicken-Cacciatore-1679651,,,,,,
69,Chicken-Fettuccine-Alfredo-1561771,0.333333333333,0.833333333333,0.166666666667,0.5,0.166666666667,0.166666666667
70,Chicken-Fettuccine-with-Pesto-Cream-Sauce-Martha-Stewart,,,,,,
