,index,bitter,meaty,piquant,salty,sour,sweet
0,10-Layer-Chocolate-Caramel-Mousse-Cake-1697890,0.16666666666666666,0.16666666666666666,0.0,0.5,0.16666666666666666,0.8333333333333334
1,2-Bite-Cherry-Pies-1709499,,,,,,
2,3-Ingredient-Brownies-1703671,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.8333333333333334
3,3-Ingredient-Oreo-Fudge-1706017,0.8333333333333334,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.8333333333333334
4,3-Ingredient-Peanut-Butter-Cookies-1711569,0.6666666666666666,0.8333333333333334,0.0,0.6666666666666666,0.0,0.8333333333333334
5,3-Ingredient-Vegan-Vanilla-Ice-Cream-1697958,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.8333333333333334
6,4-Ingredient-Flourless-Chocolate-Cookies-_Low-FODMAP_-1201435,0.6666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.8333333333333334
7,4th-of-July-Ice-Pops-1709323,,,,,,
8,4th-of-July-Icebox-Cake-1706475,0.5,0.8333333333333334,0.0,0.8333333333333334,0.16666666666666666,0.8333333333333334
9,5-Ingredient-Peanut-Butter-Cookies-1694742,0.8333333333333334,0.8333333333333334,0.0,0.8333333333333334,0.0,0.8333333333333334
10,90-Microwave-Brownie-in-a-Mug-1677653,0.6666666666666666,0.8333333333333334,0.0,0.6666666666666666,0.16666666666666666,0.8333333333333334
11,A-Healthy-Chocolate-Alternative-1687236,0.8333333333333334,0.8333333333333334,0.0,0.5,0.16666666666666666,0.6666666666666666
12,All-American-Fruit-Crumble-Pie-760972,,,,,,
13,Almost-No-Bake-Drumstick-Cheesecake-1691154,,,,,,
14,American-Berry-No-Bake-Cheesecake-1711662,,,,,,
15,Apple-Crisp-1685457,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.5
16,Apple-Dumplings-1698092,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.8333333333333334
17,Apple-Pie-Chimichangas-1701509,0.16666666666666666,0.16666666666666666,0.0,0.5,0.16666666666666666,0.6666666666666666
18,Apple-Pie-Cookies-1697246,0.8333333333333334,0.3333333333333333,0.0,0.8333333333333334,0.16666666666666666,0.8333333333333334
19,Apple-Pie-Snickerdoodles-1700269,0.6666666666666666,0.16666666666666666,0.0,0.5,0.16666666666666666,0.8333333333333334
20,Apple-Pie-Yogurt-Cup-747135,,,,,,
21,Apricot-Oatmeal-Linzer-Bars-760981,0.3333333333333333,0.8333333333333334,0.0,0.5,0.16666666666666666,0.8333333333333334
22,Aquafaba-Meringues-1703912,0.5,0.5,0.0,0.16666666666666666,0.16666666666666666,0.8333333333333334
23,BUTTERMILK-BANANA-CAKE-1696799,,,,,,
24,Baby-Banana-Cookies-1709654,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.5
25,Baked-Chocolate-Custards-1702886,,,,,,
26,Baked-Chocolate-Donuts-1704714,0.8333333333333334,0.16666666666666666,0.0,0.6666666666666666,0.16666666666666666,0.8333333333333334
27,Baked-Lemon-Cheesecake-1709169,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.6666666666666666,0.6666666666666666
28,Baked-Marshmallow-Apples-1712696,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.8333333333333334
29,Banana-Cheesecake-1686244,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.5
30,Banana-Cream-Poke-Cake-1699061,,,,,,
31,Banana-Cupcakes-with-Cream-Cheese-Frosting-1701935,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.16666666666666666,0.8333333333333334
32,Banana-Ice-Cream-1695146,,,,,,
33,Banana-Pudding-Dip-1709481,,,,,,
34,Banana-Split-Pie-1712322,,,,,,
35,Bananas-Foster-Sauce-1704524,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.8333333333333334
36,Berries-_n_-Cream-Icebox-Cake-1712571,0.16666666666666666,0.5,0.0,0.16666666666666666,0.8333333333333334,0.5
37,Best-Homemade-Fresh-Strawberry-Ice-Cream-Ever_-1690310,,,,,,
38,Best-Peanut-Butter-Buttercream-Frosting-1682977,0.16666666666666666,0.8333333333333334,0.0,0.3333333333333333,0.16666666666666666,0.8333333333333334
39,Beth_s-Raspberry-Almond-Thimble-Cakes-1711176,0.6666666666666666,0.6666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.8333333333333334
40,Better-Than-Anything-Cake-1699652,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.8333333333333334
41,Black-Bean-and-Banana-Brownies-1691401,,,,,,
42,Black-Bottom-Cupcakes-1713268,,,,,,
43,Black-Forest-Trifle-1700374,,,,,,
